ID,Name,Description,Contributor,Citation,Source,Related,PDF,Tags,Year,Number_Of_Items,Gloss_Language_IDs,Target_Language,List_Suffix,Source_URL,Pages,Alias,Attributes
Backstrom-1992-210d,"Backstrom, Peter C. and Radloff, Carla F. 1992d",The concrete 201-item list for Wakhi dialects from the sociolinguistic survey of languages in Northern Pakistan (see the [general list of 210 items](conceptlists.csv#cldf:Backstrom-1992-210a)).,"Backstrom, Peter C. and Radloff, Carla F.",n.d.,Backstrom1992,Backstrom-1992-210a,Backstrom1992,areal; basic,1992,201,english,Wakhi dialects,d,,273-284,,page
Backstrom-1992-210e,"Backstrom, Peter C. and Radloff, Carla F. 1992e",The concrete 209-item list for Domaaki from the sociolinguistic survey of languages in Northern Pakistan (see the [general list of 210 items](conceptlists.csv#cldf:Backstrom-1992-210a)).,"Backstrom, Peter C. and Radloff, Carla F.",n.d.,Backstrom1992,Backstrom-1992-210a,Backstrom1992,areal; basic,1992,209,english,Domaaki,e,,293-295,,page
Backstrom-1992-210f,"Backstrom, Peter C. and Radloff, Carla F. 1992f",The concrete 205-item list for Shina dialects from the sociolinguistic survey of languages in Northern Pakistan (see the [general list of 210 items](conceptlists.csv#cldf:Backstrom-1992-210a)).,"Backstrom, Peter C. and Radloff, Carla F.",n.d.,Backstrom1992,Backstrom-1992-210a,Backstrom1992,areal; basic,1992,205,english,Shina dialects,f,,302-369,,page
Petroni-2010-100,"Petroni, Filippo and Serva, Maurizio 2010","The present list was created in the development of methods of automated reconstruction of language relationships, tested on the Indo-European languages. It was initially based on [Dyen's 200-item dataset](conceptlists.csv#cldf:Dyen-1992-200), identical to [Swadesh's list (1952)](conceptlists.csv#cldf:Swadesh-1952-200), but, for the purpose of the study, was reduced to 100 concepts with the highest stability measures. As pointed out by the authors, the list does not make use of any historical information such as cognacy. Instead, it is designed to compare words with the same meaning for computing lexical distances between lexemes and establishing relationships among languages without the need for historical input.","Petroni, Filippo and Serva, Maurizio",n.d.,Petroni2010,Dyen-1992-200 Swadesh-1952-200,,ranked; stable,2010,100,english,Indo-European languages,,https://iopscience.iop.org/article/10.1088/1742-5468/2010/03/P03015,1-10,,rank s_i
Luniewska-2019-299,"Łuniewska, Magdalena AND Wodniecka, Zofia AND Miller, Carol A. AND Smolík, Filip AND Butcher, Morna AND Chondrogianni, Vasiliki AND Hreich, Edith Kouba AND Messarra, Camille AND A. Razak, Rogayah AND Treffers-Daller, Jeanine AND Yap, Ngee Thai AND Abboud, Layal AND Talebi, Ali AND Gureghian, Maribel AND Tuller, Laurice AND Haman, Ewa 2019","An updated version of [Luniewska-2016-299](conceptlists.csv#cldf:Luniewska-2016-299), including seven additional languages with respective age of acquisition information. This version also includes higher precision numbers for the acquisiton variables.","Łuniewska, Magdalena and Wodniecka, Zofia and Miller, Carol A. and Smolík, Filip and Butcher, Morna and Chondrogianni, Vasiliki and Hreich, Edith Kouba and Messarra, Camille and A. Razak, Rogayah and Treffers-Daller, Jeanine and Yap, Ngee Thai and Abboud, Layal and Talebi, Ali and Gureghian, Maribel and Tuller, Laurice and Haman, Ewa",n.d.,Luniewska2019,Luniewska-2016-299,,acquisition; ratings,2019,299,afrikaans americanenglish catalan czech danish dutch english finnish gaelic german greek hebrew hungarian icelandic irish italian lebanesearabic lithuanian luxembourgish malay maltese persian polish russian serbian slovak southafricanenglish spanish swedish turkish westernarmenian xhosa,Global,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0220611,,,americanenglish_aoa catalan_aoa czech_aoa danish_aoa dutch_aoa english_aoa finnish_aoa gaelic_aoa german_aoa hebrew_aoa hungarian_aoa icelandic_aoa irish_aoa italian_aoa lithuanian_aoa luxembourgish_aoa malay_aoa maltese_aoa persian_aoa russian_aoa serbian_aoa slovak_aoa southafricanenglish_aoa spanish_aoa swedish_aoa turkish_aoa westernarmenian_aoa xhosa_aoa
Pereira-2018-180,"Pereira, Francisco and Lou, Bin and Pritchett, Brianna and Ritter, Samuel and Gershman, Samuel J. and Kanwisher, Nancy and Botvinick, Matthew and Fedorenko, Evelina 2018","The given list was compiled in the frameworks of research on the neural basis of semantic representations. As reported by the authors, it resulted from clustering words from [massive text corpora](sources.bib#cldf:Brysbaert2014) into 180 semantic groups, covering the entire semantic space of the corpora. The most representative concepts, manually selected from each cluster, were then used as input stimuli in three fMRI experiments in order to investigate the relationship between the linguistic representations and the resulting imaging data. The researchers report that semantic information is not confined to a specific brain region, as commonly assumed, but rather distributed across several high-level cortical networks.","Pereira, Francisco and Lou, Bin and Pritchett, Brianna and Ritter, Samuel and Gershman, Samuel J. and Kanwisher, Nancy and Botvinick, Matthew and Fedorenko, Evelina",n.d.,Pereira2018,,,specific,2018,180,english,English,,https://www.nature.com/articles/s41467-018-03068-4,1-13,,poskey universalpos
Dunn-2017-12,"Dunn, Michael and Dewey, Tonya Kim and Arnett, Carlee and Eythórsson, Thórhallur and Barðdal, Jóhanna 2017","This list was compiled in the development of the model, accounting for the evolutionary change in noncanonically case-marked argument structure constructions in the Germanic languages. The data for this study come from the database compiled by the NonCanCase project at the University of Bergen and the EVALISA project at Ghent University and represent twelve cognate sets of predicates with dative- and accusative-subject marking from Proto-Germanic to the modern languages. Additionally, the dataset contains the information on the chronological order of the cases, assigned to the subject by each verb.","Dunn, Michael and Dewey, Tonya Kim and Arnett, Carlee and Eythórsson, Thórhallur and Barðdal, Jóhanna",n.d.,Dunn2017,,,historical,2017,12,english,Germanic,,https://muse.jhu.edu/article/651291,e1-e22,,ancestral cases_ancestral cases_dutch cases_faroese cases_german cases_gothic cases_icelandic cases_middle_dutch cases_middle_english cases_middle_high_german cases_modern_english cases_norwegian cases_old_english cases_old_high_german cases_old_norse cases_old_saxon cases_old_swedish cases_swedish dutch faroese german gothic icelandic middle_dutch middle_english middle_high_german modern_english norwegian old_english old_high_german old_norse old_saxon old_swedish swedish
Stoll-1884-259,"Stoll, Otto 1884","This list underlies the comparative study of the 16 Mayan languages, spoken outside the Republic of Guatemala. Its vocabulary was originally compiled and the corresponding data were collected by Berendt around the middle of the 19th century, later published by Stoll in 1884 with minor modifications. The languages are ordered according to the degree of their relatedness to the Mayan family, starting from the most genetically remote variety. It is also worth noting that the variety of Chol, recorded by Berendt, is reported to have undergone some significant changes after the point of its documentation.","Stoll, Otto",n.d.,Stoll1884,,,basic,1884,259,german,Mayan languages,,,,,
Chan-2019-133,"Chan, Eugene S. L. 2019","This list is derived from [the extensive database Numeral Systems of the World's Languages](https://mpi-lingweb.shh.mpg.de/numeral/) and represents numerals in roughly 7,000 of the world's languages. Concepts marked with true in the core column represent data points from the original questionnaire, concepts marked with false in the core column represent additional concepts provided by language informants.","Chan, Eugene S. L.",n.d.,Chan2019,,,questionnaire,2019,133,english,Global,,https://mpi-lingweb.shh.mpg.de/numeral/,,,core total
Lithgow-1976-50,"Lithgow, David R. 1976","The given list represents 50 concepts from Swadesh's list of, presumably, [100 items](conceptlists.csv#cldf:Swadesh-1955-100) (as the author does not elucidate which of his lists was used as the basis). It was employed in the analysis of the relationships between 40 Austronesian and 8 non-Austronesian languages of the Milne Bay Province on the basis of cognate counting.","Lithgow, David R.",n.d. In.,Lithgow1976,Swadesh-1955-100,,basic,1976,50,english,Austronesian,,http://sealang.net/archives/pl/pdf/PL-C39.441.pdf,441-523,,
Lithgow-1976-7,"Lithgow, David R. 1976","A list of free personal pronouns, used together with the basic 50-item [vocabulary list](conceptlists.csv#cldf:Lithgow-1976-50) in the analysis of the cognate relationships between 40 Austronesian and 8 non-Austronesian languages of the Milne Bay Province.","Lithgow, David R.",n.d. In.,Lithgow1976,Lithgow-1976-50,,specific,1976,7,english,Austronesian,,http://sealang.net/archives/pl/pdf/PL-C39.441.pdf,441-523,,
Kleinewillinghoefer-2014-16,"Kleinewillinghoefer, Ulrich 2014","The present list was compiled to investigate the relationships between Bikwin and Jen languages, based on their numeral and pronominal systems.","Kleinewillinghoefer, Ulrich",n.d.,Kleinewillinghoefer2014,,,specific,2014,16,english,Bikwin and Jen languages,,,,,
Kleinewillinghoefer-2015-119,"Kleinewillinghoefer, Ulrich 2015","The present list, built entirely upon the [100-item list by Swadesh](conceptlists.csv#cldf:Swadesh-1955-100), was used to analyze the relationships between the laguages of the Bikwin-Jen group. The data for this list is reported to have come from the research in Nigeria, conducted in 1990-1995 in the framework of Kulturentwicklung und Sprachgeschichte im Naturraum Westafrikanische Savanne.","Kleinewillinghoefer, Ulrich",n.d.,Kleinewillinghoefer2015,Swadesh-1955-100,,basic,2015,119,english,Bikwin and Jen languages,,,,,
Othaniel-2017-300,"Othaniel, Nlabephee Kefas 2017","This list is taken from the [unpublished master thesis](sources.bib#cldf:Othaniel2017), presenting a phonological comparative study of the Jen language cluster, and it bears strong resemblance to the [200-item list by Swadesh (1952)](Swadesh-1952-200).","Othaniel, Nlabephee Kefas",n.d. Jos: Theological College of Northern Nigeria MA thesis.,Othaniel2017,,,basic,2017,300,english,Jen languages,,,,,
Nordlinger-2019-57,"Nordlinger, Rachel and Thieberger, Nick 2019","The given list underlies the [50 words project](https://arts.unimelb.edu.au/research-unit-for-indigenous-language/research/current-research-projects/50-words-project), initiated by the Research Unit for Indigenous Language and aimed at collecting data on Australian languages for, primarily, teaching purposes. Note, however, that, despite the name of the project, the list represents 57 lexical items.","Nordlinger, Rachel and Thieberger, Nick",n.d.,Nordlinger2019,,,basic,2019,57,english,Australian,,https://arts.unimelb.edu.au/research-unit-for-indigenous-language/research/current-research-projects/50-words-project,,,
Ritchie-2019-111,"Ritchie, Sandy and Sproat, Richard and Gorman, Kyle and van Esch, Daan and Schallhart, Christian and Bampounis, Nikos and Brard, Benoît and Fromseier Mortensen, Jonas and Holt, Millie and Mahon, Eoin 2019","This list represents 111 numerals, used in the development of computational solutions to number verbalization in various languages. This initiative is part of a broader research effort at Google, enhancing the available machine learning techniques for building number names grammars across a wide range of languages for application in automatic speech recognition and text-to-speech synthesis systems.","Ritchie, Sandy and Sproat, Richard and Gorman, Kyle and van Esch, Daan and Schallhart, Christian and Bampounis, Nikos and Brard, Benoît and Fromseier Mortensen, Jonas and Holt, Millie and Mahon, Eoin",n.d. In.,Ritchie2019,,,questionnaire,2019,111,english,Global,,https://www.isca-speech.org/archive/Interspeech_2019/pdfs/2807.pdf,3530-3534,,
Joo-2019-100,"Joo, Ian 2019",This list of 100 items is based on the [Leipzig-Jakarta concept list](conceptlists.csv#cldf:Tadmor-2009-100) and was employed in the study of phonosemantic patterns in the basic vocabulary of 66 genealogically unrelated languages.,"Joo, Ian",n.d.,Joo2019,Tadmor-2009-100,,basic,2019,100,english,Global,,,1-12,,
Tolmie-1884-211,"Tolmie, William F. and Dawson, George M. 1884","This collection of 211 items, based on [Instructions for Research Relative to the Ethnology and Philology of America](sources.bib#cldf:Gibbs1863), was collected by the authors during expeditions in the British Columbia territory during the winters of 1875 and 1876. It contains basic vocabulary terms in addition to local flora and fauna terms. The core list of 211 items, also known as Dawson-Tolmie Vocabularies, is extended by appendices with extended vocabularies for specific languages in the area, but is not considered part of the main vocabulary list.","Tolmie, William F. and Dawson, George M.",n.d.,Tolmie1884,,Tolmie1884,basic,1884,211,english,Languages of the Native Tribes of British Columbia,,https://open.library.ubc.ca/collections/bcbooks/items/1.0222394,,Tolmie-Dawson Vocabulary,
Winter-2016-300,"Winter, Bodo 2016","This list of 300 items was used to elicit modality exclusivity norms of selected verb concepts, for which participants provided perceptual strength ratings across five sensory modalities (i.e., hearing, taste, touch, smell, and vision).","Winter, Bodo",n.d.,Winter2016,,,ratings,2016,300,english,English,,https://github.com/bodowinter/iconicity_senses/tree/master/data,,,auditory_mean gustatory_mean haptic_mean olfactory_mean participants perceptual_dominant perceptual_exclusivity random_set visual_mean
Bremer-2016-200,"Bremer, Nate D. 2016",The given 200-item list was used in the investigation into the speech variations among the Berta community in order to determine if Berta is a homogeneous language group with multiple dialects or multiple languages spoken within one ethnic group. It was assembled specifically for Berta varieties to test some of the lexemes which were assumed to be either variant or stable throughout the speech area.,"Bremer, Nate D.",n.d.,Bremer2016,,,questionnaire,2016,200,english,Berta varieties,,https://www.sil.org/system/files/reapdata/15/71/84/157184748187181746732093693794122963585/silesr2016_007.pdf,1-80,,
Lynott-2013-400,"Lynott, Dermot and Connell, Louise 2013","This list of 400 items was used to elicit modality exclusivity norms of selected noun concepts, for which participants provided perceptual strength ratings across five sensory modalities (i.e., hearing, taste, touch, smell, and vision).","Lynott, Dermot and Connell, Louise",n.d.,Lynott2013,,,ratings,2013,400,english,English,,https://link.springer.com/article/10.3758/s13428-012-0267-0,,,auditory_mean auditory_sd gustatory_mean gustatory_sd haptic_mean haptic_sd known_proportion olfactory_mean olfactory_sd perceptual_dominant perceptual_exclusivity visual_mean visual_sd
Snider-2004-1700,"Snider, Keith and Roberts, James 2004","The present list was designed with the purpose of standardization and dissemination of data collection in Africa. The reasons behind its compilation, as claimed by the authors, include the lack of a standard format among the existing African wordlists, their insufficient size for a proper comparative analysis, as well as conceptual specificity. The given list is, therefore, intended to offer a format for these data. It consists of 1700 lexical items in English and French, arranged into twelve semantic categories, from more concrete concepts, related to human domains, to more abstract concepts, related to non-human domains.","Snider, Keith and Roberts, James",n.d.,Snider2004,,Snider2004,areal,2004,1700,english french,Global,,http://comparalex.org/resources/SIL%20Comparative%20African%20Word%20List.pdf,73-122,,categoryid categoryname page subcategoryid subcategoryname
Lewis-2016-499,"Lewis, Molly L. and Frank, Michael C. 2016",The dataset consists of &quot;499 English words from the MRC Psycholinguistic Database [Wilson 1988](sources.bib#cldf:Wilson1988) that were broadly distributed in their length and were relatively high frequency.&quot; (Lewis and Frank 2016: 191) &quot;with bootstrapped 95% CIs&quot; see [README norms.md](https://github.com/mllewis/RC/blob/master/data/norms/README%20-%20norms.md).,"Lewis, Molly L. and Frank, Michael C.",n.d.,Lewis2016,,,ratings,2016,499,english,English,,http://www.sciencedirect.com/science/article/pii/S0010027716300919,,,complexity confidenceintervalhigh confidenceintervallow nchars
Walker-2011-100,Walker & Ribeiro 2011,A list of basic vocabulary derived from Swadesh's list of [200 items](conceptlists.csv#cldf:Swadesh-1952-200).,Walker & Ribeiro,n.d.,Walker2011,Swadesh-1952-200,Walker2011,basic,2011,100,english,global languages,,http://dx.doi.org/10.1098/rspb.2010.2579,1-17 (Supplement 3),,
Lynott-2009-423,"Lynott, Dermot and Connell, Louise 2009","This list of 423 items was used to elicit modality exclusivity norms of selected adjective concepts, for which participants provided perceptual strength ratings across five sensory modalities (i.e., hearing, taste, touch, smell, and vision). It also includes frequency data from [BNC2001](sources.bib#cldf:BNC2001) the British National corpus.","Lynott, Dermot and Connell, Louise",n.d.,Lynott2009,,,ratings,2009,423,english,English,,https://link.springer.com/article/10.3758/s13428-012-0267-0#SupplementaryMaterial,,,auditory_mean auditory_sd bnc_freq bnc_log_freq familiarity gustatory_mean gustatory_sd haptic_mean haptic_sd olfactory_mean olfactory_sd perceptual_dominant perceptual_exclusivity visual_mean visual_sd word_length
