concepticon_id	name	description	final_synset	synonym	wordnet_id	count	definition	same_synset	taxonomic_depth
1235	who	What person or people; which person or people.	n.a.					different	
1236	what	Which thing.	n.a.					different	
1237	where	At what place?	n.a.					different	
1238	when	At what time?	n.a.					different	
1239	how	In what way?	n.a.					different	
1241	some	An unspecified quantity or number of.	a02267308	some	r00007015	28.0	(of quantities) imprecise but fairly close to correct	different	0.0
1242	few	More than one, but not as many as usual or as expected.	a01552885	few	a01552885	14981.0	a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number	same	0.0
1243	wide	Having a long distance or area between two points, especially horizontally.	a02560548	broad	a02560548	717.0	having great (or a certain) extent from one side to the other	same	0.0
1243	wide	Having a long distance or area between two points, especially horizontally.	a02560548	wide	a02560548	2014.0	having great (or a certain) extent from one side to the other	same	0.0
1244	thick	Relatively large distance from one surface to the opposite in its smallest solid dimension.	a02410393	thick	a02410393	1720.0	not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions	same	0.0
1245	butter	A soft, fatty foodstuff that is made by churning the cream of milk (most often cows milk).	n07848338	butter	n07848338	932.0	an edible emulsion of fat globules made by churning milk or cream; for cooking and table use	same	5.0
1246	small	Not large or big; small in size.	a01391351	little	a01554510	7965.0	(quantifier used with mass nouns) small in quantity or degree; not much or almost none or (with `a') at least some	different	0.0
1246	small	Not large or big; small in size.	a01391351	small	a01391351	12212.0	limited or below average in number or quantity or magnitude or extent	same	0.0
1247	ear	The organ of hearing, consisting of the pinna, auditory canal, eardrum, malleus, incus, stapes and cochlea.	n05320899	ear	n05320899	2223.0	the sense organ for hearing and equilibrium	same	7.0
1248	eye	The organ that is sensitive to light, which it converts to electrical signals passed to the brain, by which means animals and humans see.	n05311054	eye	n05311054	20165.0	the organ of sight	same	7.0
1248	eye	The organ that is sensitive to light, which it converts to electrical signals passed to the brain, by which means animals and humans see.	n05311054	oculus				different	7.0
1248	eye	The organ that is sensitive to light, which it converts to electrical signals passed to the brain, by which means animals and humans see.	n05311054	optic	n05311054	107.0	the organ of sight	same	7.0
1252	house	The abode of a human being, their place of residence.	n03544360	house	n03544360	13036.0	a dwelling that serves as living quarters for one or more families	same	7.0
1256	head	The part of the body of an animal or human which contains the brain, mouth and main sense organs.	n05538625	caput	n05538625	3.0	the upper part of the human body or the front part of the body in animals; contains the face and brains	same	6.0
1256	head	The part of the body of an animal or human which contains the brain, mouth and main sense organs.	n05538625	head	n05538625	14052.0	the upper part of the human body or the front part of the body in animals; contains the face and brains	same	6.0
1257	wing	The appendage of an animal's (bird, bat, insect) body that enables it to fly in the air.	n02151625	wing	n02151625	775.0	a movable organ for flying (one of a pair)	same	6.0
1258	fingernail	The hard, flat, translucent covering near the tip of a human finger, useful for scratching and fine manipulation.	n05584265	fingernail	n05584265	285.0	the nail at the end of a finger	same	8.0
1261	sing	To produce harmonious sounds with one's voice.	v01729431	sing	v01729431	836.0	produce tones with the voice	same	4.0
1262	brother	A male person who has the same parents as another person.	n09876454	brother	n09876454	5246.0	a male with the same parents as someone else	same	7.0
1263	sister	A female person who has the same parents as another person.	n10602985	sis	n10602985	35.0	a female person who has the same parents as another person	same	7.0
1263	sister	A female person who has the same parents as another person.	n10602985	sister	n10602985	4320.0	a female person who has the same parents as another person	same	7.0
1264	change	To make different or to become different.	v00126264	alter	v00126264	523.0	cause to change; make different; cause a transformation	same	0.0
1264	change	To make different or to become different.	v00126264	change	n07296428	3577.0	an event that occurs when something passes from one state or phase to another	different	0.0
1264	change	To make different or to become different.	v00126264	modify	v00169806	204.0	make less severe or harsh or extreme	different	0.0
1265	high	Being in a position comparatively far above to the ground.	r00356957	high	a01210854	11113.0	greater than normal in degree or intensity or amount	different	0.0
1267	narrow	(Of a path, cave etc.) having a small width.	a02561888	narrow	a02561888	1312.0	not wide	same	0.0
1268	yes	A word used to show agreement or affirmation of something.	n7203900	yes	n07203900	31.0	an affirmative	different	9.0
1269	no	A word used to show disagreement of something.	r00024356	no	r00050681	5368.0	referring to the degree to which a certain quality is present	different	0.0
1270	why	For what reason.	n.a.					different	
1272	aunt	A woman with one or more siblings who have one or more children; a sister of someone's father or mother.	n09823502	aunt	n09823502	798.0	the sister of your father or mother; the wife of your uncle	same	6.0
1272	aunt	A woman with one or more siblings who have one or more children; a sister of someone's father or mother.	n09823502	auntie	n09823502	15.0	the sister of your father or mother; the wife of your uncle	same	6.0
1272	aunt	A woman with one or more siblings who have one or more children; a sister of someone's father or mother.	n09823502	aunty				different	6.0
1273	candle	A light source consisting of a wick embedded in a solid, flammable substance such as wax, tallow, or paraffin.	n02948072	candle	n02948072	688.0	stick of wax with a wick in the middle	same	9.0
1273	candle	A light source consisting of a wick embedded in a solid, flammable substance such as wax, tallow, or paraffin.	n02948072	taper	v00392960	48.0	give a point to	different	9.0
1274	salt	A condiment (NaCl - Sodium Chloride) used to add to or enhance the flavour of food (commonly with pepper).	n07813107	salt	n07813107	1526.0	white crystalline form of especially sodium chloride used to season and preserve food	same	8.0
1275	answer	To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.	v00815686	answer	v00815686	2962.0	react verbally	same	2.0
1275	answer	To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.	v00815686	reply	v00815686	1858.0	react verbally	same	2.0
1275	answer	To communicate a message of any form in reaction to something that has been asked or expressed, to the being who expressed it; to react verbally.	v00815686	respond	v00717358	1153.0	show a response or a reaction to something	different	2.0
1276	autumn	The season after summer and before winter, traditionally from September 21 to December 20 in the northern hemisphere and from March 21 to June 20 in the southern hemisphere.	n15236859	autumn	n15236859	338.0	the season when the leaves fall from the trees	same	6.0
1276	autumn	The season after summer and before winter, traditionally from September 21 to December 20 in the northern hemisphere and from March 21 to June 20 in the southern hemisphere.	n15236859	fall	v01972298	2697.0	descend in free fall under the influence of gravity	different	6.0
1277	hand	That part of the fore limb below the forearm or wrist in primates (including humans).	n05564590	hand	n05564590	21014.0	the (prehensile) extremity of the superior limb	same	7.0
1277	hand	That part of the fore limb below the forearm or wrist in primates (including humans).	n05564590	manus				different	7.0
1277	hand	That part of the fore limb below the forearm or wrist in primates (including humans).	n05564590	mitt	n02800213	47.0	the handwear used by fielders in playing baseball	different	7.0
